,Poem ID,Poem Name,Verse,Vazha,Hewitt,Google,Gemini,ChatGPT,Hewitt - Google,Hewitt - Gemini,Hewitt - ChatGPT
83,6,That In Truth Is Not Manliness,3,"არც ის მგონია ბიჭობა, ვისაც ერევი, ახრჩობდე.",Nor to call it manliness would I wish When you throttle the one you vanquish.,"I don't think he's a boy either Whomever you interfere with, suffocate.","It's not manhood, To oppress and strangle those you fight.","It's not manliness, I think, To strangle someone you can overpower.",0.2189641,0.6495679,0.6553426
84,6,That In Truth Is Not Manliness,4,"ბიჭს მაშინ დაგიძახებდი, რომ სხვის დამრჩვალსა სწამლობდე.",A man would I call you only when One throttled by another you were to tend.,I would call you a boy then To poison someone else's remains.,"I'd call you a man, If you could heal the wounds of others.","I would call you a man, If you would help the oppressed.",0.33713093,0.42872325,0.3888005
85,6,That In Truth Is Not Manliness,5,"მითხარ, ვის უთქვამ ბიჭობად, დამჩაგვრელებსა სწყალობდე?","Tell me, who has styled it manly virtue When it is oppressors that you nurture?",tell me who you said you were a boy Have mercy on the oppressors?,"Tell me, who called it manhood, To show mercy to oppressors?","Tell me, who has called it manliness, To favor the oppressors?",0.54424584,0.70834786,0.7833179
86,6,That In Truth Is Not Manliness,6,"აბა, ბიჭობა ის არი, დაჩაგრულთათვის სწვალობდე.",Rather is it true manliness When you suffer for the oppressed.,"Well, boyhood is To the oppressed.","True manhood, Is to suffer for the oppressed.","True manliness is, To stand up for the downtrodden.",0.52449906,0.82387936,0.7861052
87,6,That In Truth Is Not Manliness,7,"არც-რა ბიჭობა ეგ არი, მაძღარი ჰმღერდე, ჰგალობდე,","And no manliness begins When with full stomach you sing your hymns,","It's not boyishness. sing to the drunkard, sing to him","It's not manhood, To sing and feast while full.","It's not manliness, To sing and rejoice when full,",0.34889436,0.6639851,0.77363664
88,6,That In Truth Is Not Manliness,8,თავი მოგქონდეს სხვებზედა და ამის გამო გვშარობდე.,"Or when you behave as superior to others, And because of this despise us, your brothers,",Take care of others And we sweat because of it.,To boast about yourself And mock others for it.,To boast over others And cause trouble because of it.,0.25819468,0.5137065,0.5096002
89,6,That In Truth Is Not Manliness,9,"მგოსნობას არვის აცლიდე, მუდამ ჰკვეხდე და სცხარობდე.",When from your minstrelsy you give none peace But ever vaunt and overheat.,Don't let anyone miss you. Always boast and be proud.,"Don't deny anyone the art of poetry, Always lament and burn with passion.","To not let anyone else be a poet, To always boast and be loud.",0.16635579,0.45114487,0.43558848
90,6,That In Truth Is Not Manliness,10,"ბიჭს მაშინ დაგიძახებდი, მშიერ-მწყურვალიც ჰგალობდე.",A man then surely would I call you Were you to sing in spite of thirst and hunger.,I would call you a boy then Sing even when you are hungry and thirsty.,"I'd call you a man, If you could sing even when hungry and thirsty.","I would call you a man, If you could sing even when hungry and thirsty.",0.6145578,0.8265526,0.82260936
91,7,The Law Of The World Is Thus,1,"სოფლისა წესი ასეა: ჩვენ წავალთ, სხვანი რჩებიან;","The law of the world is thus: We depart, others remain;","The rule of the village is as follows: We will go, others will stay;","The way of the village is this: We depart, others remain;","This is the way of the village: We go, others remain;",0.6005974,0.6022378,0.5414711
92,7,The Law Of The World Is Thus,2,მკვდრების მაგივრად მალედვე მეორეები ჩნდებიან.,In place of the dead right soon Replacements come.,Instead of the dead soon Others appear.,"In place of the dead, swiftly Others appear again.","Soon, in place of the dead, others appear.",0.5787418,0.5912695,0.6362889
93,7,The Law Of The World Is Thus,3,"სიცოცხლეს სიცოცხლე უყვარს, ეს მიტომ დადვა წესადა;","Life loves life, And that is why it established this as law:",life loves life This is why I made the statute;,"Life loves life, That's why it set this rule;","Life loves life, thus it has established this order;",0.712312,0.88748217,0.808362
94,7,The Law Of The World Is Thus,4,სიკვდილი გაუჩენია მას თავის გასაკვებადა.,Apparently it created death Itself just to restore.,Death has occurred He had to feed himself.,Death was created For it to feed itself.,It created death to marvel at itself.,0.35745126,0.65186846,0.7145752
95,7,The Law Of The World Is Thus,5,"იმიტომა სძულს უძლური, ვით ტანსაცმელი ძველია,",For that reason the weak it loathes Just like some old clothes;,because he hates the weak like old clothes,"That's why it hates the weak, Like old clothes,","That's why it hates the weak, like old clothes,",0.70172113,0.8260899,0.8260899
96,7,The Law Of The World Is Thus,6,"რომ უყვარს ნორჩი, ახალი, – მით დაიმშვენოს წელია.","Since it loves the young, the new, With them may each year be adorned.","that he loves Norch, fresh, – May the year be more beautiful.","Because it loves the young, the new - To adorn its years with those.","because it loves the young, the new, thus it adorns the year.",0.5200263,0.73338276,0.77603054
97,7,The Law Of The World Is Thus,7,"დავიხოცებით, სიყვარულს საკუთარს, ნადებს გულადა,","We shall perish — love, Our own, secreted in our heart,","We will die, love To myself, to my heart,","We will perish, our love Personal, we hold dear,","We die, carrying our love deep in our hearts,",0.75035155,0.8531543,0.6851668
98,7,The Law Of The World Is Thus,8,ვკარგავთ პირადად და ვფიქრობთ საქვეყნოდ დაკარგულადა.,"We individually lose, and we suppose It to be a universal loss.",We lose personally and think He was lost to the world.,We lose personally and think It's lost for the world entire.,we lose it personally and think we've lost it for the world.,0.64449114,0.7567069,0.63993037
99,7,The Law Of The World Is Thus,9,"მკვდარნი ვეკარგვით სიყვარულს, ის ისევ რჩება ცხოვლადა,","After death we are lost to love, Yet love remains alive as before,",dead we lose love he is still alive,"We, the dead, lose love, It remains alive,","We, the dead, are lost to love, yet it remains alive,",0.6494065,0.83185256,0.87064314
100,7,The Law Of The World Is Thus,10,"დაფრინავს, როგორც ფარვანა, საამო, კარგი ყოვლადა,","It flits around like a butterfly, Agreeable, entirely good,",flying like a kite everything was fine,"It flies like a butterfly, Eternal, good for all,","it flies like a butterfly, pleasing and good in every way,",0.34730667,0.5730295,0.7425208
101,7,The Law Of The World Is Thus,11,"გულის ძგერა აქვს სამეფოდ, ვნებათ ღელვა ჰყავს მშობლადა.","It has as its kingdom the beating of hearts, The arousing of passions it has as a parent.",has a royal heartbeat He is passionately worried about his parents.,"A heartbeat it has for a kingdom, Passion's surge it has for a parent.","its kingdom is the beating heart, its parents are passion and emotion.",0.5257236,0.81412005,0.83759284
102,7,The Law Of The World Is Thus,12,"ცოცხლებს უძგერებს კვლავ გულსა, შიგ ია-ვარდის მრგველია,","It sets the hearts of the living beating again, Planting violets and roses within.","The heart of the living still beats, Inside is a round rose,","It beats again in the hearts of the living, A violet weaver within,","It makes the hearts of the living beat, within it is a circle of violets and roses,",0.6390952,0.6845472,0.7939509
103,7,The Law Of The World Is Thus,13,"იმისგან ჰყვირის ირემი, მისით დაფრინავს შველია;","Because of love the buck cries, Because of love the deer flies,",the deer howls Roe deer flies with it;,"From it the deer cries, Through it the gazelle flies;","the stag bellows because of it, the roe deer leaps because of it;",0.5345535,0.61844146,0.48884654
104,7,The Law Of The World Is Thus,14,"მისგანა გალობს ბულბული, მისგნითვე მწვანობს ველია,","Because of love the nightingale sings, And because of love the meadow greens,","The nightingale sings from him, The field is green next to you,","From it the nightingale sings, Through it the field thrives,","the nightingale sings because of it, the field greens because of it,",0.69244796,0.6717585,0.7759592
105,7,The Law Of The World Is Thus,15,იმისგან ხარობს ბუნება – უკანასკნელი მწერია…,Because of love Nature thrives — Down to the final fly...,Nature delights in The last insect...,From it nature rejoices - The last insect...,nature rejoices because of it — even the tiniest insect...,0.5845195,0.49293014,0.6274303
106,7,The Law Of The World Is Thus,16,"ზღვაში იღუპვის ჭაბუკი, თავის სატრფოსთვის ხელია.","In the sea a youth is drowned, Crazed for his own beloved.",A young man dies in the sea. It is for its own sake.,"In the sea a young man drowns, A sacrifice for his beloved.","The youth perishes in the sea, his hand reaches for his beloved.",0.7270391,0.8252063,0.8689044
107,7,The Law Of The World Is Thus,17,"დიდება ქვეყნის შემომქმედს, რა კარგად დაუწერია!..","Glory to the world’s creative force, How well it has framed its laws!","Glory to the creator of the country, How well it is written!..","Glory to the creator of the world, How well it has been written!..","Glory to the creator of the world, who has written it so well!",0.52228564,0.54658914,0.55313873
108,8,Amiran,1,"უზარმაზარი ტანისა კაცი ვინმე სჩანს კლდეშიო,","Huge of body, A man can be seen in the rock,",Huge body The man looks like someone in the rock.,"In a vast rocky expanse, A man of immense stature appears,","In the rock appears a man of enormous stature,",0.83665836,0.74528766,0.87369347
109,8,Amiran,2,გულის მდნობელი ნაღველი უხმოდ დუღს იმის მკერდშიო.,Gall that melts the heart Silently boils in his breast.,Heart melting bile It boils silently in his chest.,"Silent sorrow melts his heart, Boiling wordlessly in his chest.",with heart-melting sorrow silently boiling in his chest.,0.76164806,0.6567346,0.6050432
110,8,Amiran,3,"უგრძნობი ჯაჭვი მკლავებზედ ეხვევა, როგორც გველიო,","An unfeeling chain around his arms Is coiled like a snake,",An insensitive chain for arms coils like a snake,"Unfeeling chains on his arms, Coil like serpents,","An unfeeling chain coils around his arms like a serpent,",0.6474641,0.8615061,0.9250062
111,8,Amiran,4,და აბლაბუდა თვალებზედ გადაჰკრობია ქსელიო.,And a cobweb over his eyes Has fastened like a net.,And blue eyes The network is connected.,And a spider's web of darkness Covers his eyes.,and a spider's web is spread over his eyes.,0.40284827,0.6860115,0.7173853
112,8,Amiran,5,"ტანზედ აჰსხმია ყინული და ხავსი შავის ფერისო,","Upon his body hang ice And moss of black hue,","Ice is poured over the body and the moss is black,","Ice and black moss Cling to his body,","Ice and black moss cover his body,",0.73268557,0.8123346,0.8195479
113,8,Amiran,6,"სდგას ესე დაჩოქებული, მომლოდნე ჯაჭვის მტვრევისო.",He stands upon his knees Awaiting the one who’ll break his chains.,standing kneeling Waiting chain breaker.,"He stands there kneeling, Awaiting the breaking of chains.","he kneels there, waiting for the chains to break.",0.6354782,0.8273655,0.7679666
114,8,Amiran,7,"პირდაპირ დაყუდებული ჟანგდება მისი ხმალიო,",Set straight ahead of him His sword grows rusty.,directly stored his sword rusts,"His sword rusts, Leaning against the wall,","Standing straight, his sword rusts,",0.5936259,0.66793865,0.72072446
115,8,Amiran,8,"მოსვენებასა თაკილობს, ცრემლსა ღვრის, როგორც ქალიო.","Rest he spurns, Shedding his womanly tears.",need to rest She sheds tears like a woman.,"He loathes rest, Weeping like a woman.","he shuns rest, shedding tears like a woman.",0.58196306,0.65591776,0.7433546
116,8,Amiran,9,"დაჰვიწყებია ეს მონა ძირს კაცსა, მაღლა ზეცასა,","This slave seems forgotten By man below, on high by heaven;","He forgot this slave Down to man, up to heaven","This slave has forgotten The earth below, the heavens above,","This slave has forgotten the world below, the heavens above,",0.8490405,0.843784,0.8475619
117,8,Amiran,10,არ იხსენებენ მისგანა დევ-ეშმაკების ჟლეტასა.,They no longer recall his Slaying of demons and devils.,They don't remember from him The battle of demons.,They no longer recall His slaying of demons and devils.,none remember his slaying of demons and devils.,0.7475472,0.99999994,0.78004915
118,8,Amiran,11,"მოზარე წამებულისა ფეხთ ჩასწოლია ფინია,","Sharing the fate of the tormented one, Faithful Pinia has lain down at his feet.","Laziness of the tortured Finnia is lying with her feet,","At the feet of the tormented giant, A small steed lies,","At the feet of the tortured one lies a loyal dog,",0.52117646,0.4525937,0.5274702
119,8,Amiran,12,ამ პაწაწინა არსებას უცხო რამ დაუჟინია.,This tiny being Has a strange obsession:,This tiny creature A foreign thing persisted.,This tiny creature Has a strange determination.,this tiny creature with an unusual determination.,0.56753385,0.7372504,0.71246576
120,8,Amiran,13,"დაუსვენებლად ენითა ლოკავს ჯაჭვს – უნდა გასწყვიტოს,","Unceasingly with its tongue It licks the chain — it strives to break it,",He speaks restlessly Licks the chain - must be broken,"Tirelessly, with its tongue, It licks the chain - it wants to break it,","Ceaselessly licking the chain with its tongue, it tries to break it,",0.6727716,0.9298043,0.9049358
121,8,Amiran,14,"რომ თავი იხსნას ტანჯულმა, ბილწი მჭედლები გასწყვიტოს, –","That the tortured one may himself release And tear asunder those foul smiths,","to save himself from suffering, To cut off the filthy smiths,","To free the suffering one, To destroy the wicked blacksmiths,","to free the suffering man, to destroy the vile smiths",0.61943436,0.7247479,0.7590414
122,8,Amiran,15,"რომელთაც გრდემლზედ გაჰკვერეს მის დასაბმელად ჯაჭვიო,","Who hammered on the anvil The chain to keep him bound,",who were crucified chain to bind him,"Who forged the chain on the anvil To bind him,","who forged this chain to bind him,",0.5866991,0.8883661,0.7784278
123,8,Amiran,16,"არ შეიბრალეს მართალი, გაგზავნეს ტყვედა მთაშიო.","Who took no pity on this righteous man But sent him, a prisoner, to the mountain.",did not pity the righteous They sent a prisoner to the mountains.,"They showed no mercy to the righteous, Sent him as a prisoner to the mountains.","they showed no mercy to the righteous, sending him as a captive to the mountains.",0.8756488,0.68634826,0.6480295
124,8,Amiran,17,"რა გაწყვეტამდის მიიყვანს ფინია რკინის მართულსო,","As soon as Pinia to breaking-point Brings the wire of iron,",How long will it take? Finnia is ruled by iron.,"Before the steed can break The iron shackles,","Whenever the dog nearly breaks the iron chain,",0.42954695,0.47625184,0.4618066
125,8,Amiran,18,"გულქვა მჭედელი გამოდის, გრდემლზედ კვერს უწყებს რაკუნსო.",A stony-hearted smith emerges To start his hammer a-clanking on the anvil.,"The heart stone turns out to be a blacksmith, Racunso reports that he has been killed.","The heartless blacksmith emerges, Strikes the anvil with his hammer.","the heartless smith comes out, striking the anvil.",0.39757237,0.72900826,0.7230113
126,8,Amiran,19,"და ჯაჭვი ისევ მთელდება, გულის საკლავად მონისო.","And as before the chain’s made whole, To extinguish the heart of the slave.",And the chain continues A slave to the slaughter of the heart.,"And the chain is whole again, To the slave's despair.","And the chain becomes whole again, to strangle the slave's heart.",0.76649594,0.8726985,0.9048518
127,8,Amiran,20,ნეტავ ეს უღვთო წვალება ამ გმირს გასწირავს როდისო?!,"This godless torment, pray, When will it sacrifice this hero?",You would like this ungodly suffering When will this hero be sacrificed?!,"Oh, when will this ungodly torment End for this hero?!",When will this godless torment end for this hero?!,0.851491,0.75881636,0.8089081
128,8,Amiran,21,"როდის ადგება ამირან, ჯაჭვ-აბჯრით შემოსილიო,","When Amiran arises, Girt in his chain-mail,",when will amiran get up wearing a chain bracelet,"When will Amirani rise, Clad in chainmail and armor,","When will Amiran rise, clad in chain armor,",0.63756704,0.6677331,0.6966679
129,8,Amiran,22,ჩამოსდნობოდეს ყინული და უცინოდეს პირიო.,"Then will the ice melt away, Then will his smile return again.",Let the ice melt And don't laugh.,Melt the ice And smile again.,melting ice flows down his body and a smile on his face.,0.506405,0.6744869,0.6739879
130,8,Amiran,23,"ეჭიროს ხელში თვის ხმალი, იცქირებოდეს ბარადა,","In his hand he will hold his sword, He will gaze out over the valley,","hold the sword of the month, let the barada shine","Grasp his sword in hand, Gaze upon the plains,","Holding his sword in hand, gazing at the fields,",0.46462008,0.7547012,0.76291084
131,8,Amiran,24,"მთა-კლდეთ გაჰქონდეს დგრიალი, მას თავს უკრავდენ კვალადა.","The mountains and rocks will echo a roar, To him their heads they will bow once more.","Let the mountains and rocks be crushed, He was dying.","Make the mountains and rocks tremble, As they follow his path.","the mountains and rocks tremble, and they bow to him again.",0.5223897,0.63509643,0.80331826
132,8,Amiran,25,"მიწა იძროდეს, ღრუბელნი ფუოდენ, ხტოდენ შავადა,","The earth will tremble, the clouds Will billow up and bounce in black,","The earth moved, the clouds moved Fuoden, jump black,","The earth would shake, the clouds Would billow and leap darkly,","The earth shakes, clouds drift and leap in darkness,",0.42802143,0.8546009,0.65243125
133,8,Amiran,26,კეკლუცნი წვრილნი ვარსკვლავნი მთებზე სხდებოდენ ჯარადა.,"The comely, tiny stars Will settle in ranks upon the mountains.",Curly little stars Jarada is sitting on the mountains.,The twinkling stars Would gather on the mountains like armies.,the coquettish small stars sit on the mountains like an army.,0.48548162,0.71999186,0.7277794
134,8,Amiran,27,"სადმე ზღვამ იგრძნოს ამბავი, კარგების სანატრელიო,","Wherever the sea perceives the news, Devoutly to be desired by all who are good,","Somewhere the sea can feel the story, longing for good","Somewhere, the sea would sense the news, Longing for goodness,","Somewhere the sea senses the event, a sight for the good,",0.5518431,0.7889211,0.72726035
135,8,Amiran,28,"დაუკრას ტკბილი საკრავი, ცას მიაწოდოს ხელიო.",A sweet instrument it will play And stretch its hand up to the sky.,play a sweet instrument Reach out to the sky.,"Play a sweet melody, Reach its hand to the sky.","plays a sweet lyre, raising its hand to the sky.",0.6569563,0.7546909,0.74841636
136,8,Amiran,29,"მუნით ჩამოწვეს ღრუბელი, გაჩნდეს ცეცხლ-სეტყვა ხშირია,","Thence will the clouds descend, In profusion will come both hail and lightning,","They burned the cloud with moon, Fire and hail are common.","Clouds would descend from there, Fire and hail would burst forth,","From there a cloud descends, a frequent hail of fire appears,",0.46840024,0.6353915,0.7258774
137,8,Amiran,30,"იძახდენ მართლის ჯვარმცმელნი: „ვაჰმე, რა დიდი ჭირია!“","The crucifiers of the righteous will cry: “Alas, how great his suffering!”","The true crusaders call out: ""Wah, what a great plague!""","The crucified righteous would cry: ""Alas, what great sorrow!""","the crucifiers of the righteous shout: “Alas, what a great calamity!”",0.47520506,0.8562573,0.76423156
138,8,Amiran,31,"მჭედლები ცოდვას ნანობდენ, ამტვრევდენ გრდემლებს, კვერებსო,","The smiths will repent their sins, They will shatter their anvils and hammers,","blacksmiths repent of sin, You who break the walls, the stones,","The blacksmiths would repent, Break their anvils and hammers,","The smiths repent their sins, breaking their anvils and hammers,",0.63497746,0.6523177,0.8676083
139,8,Amiran,32,თვის იარაღის ნაშთებზედ აფრქვევდენ მწარე ცრემლებსო.,Over the remnants of their tools They will shed many bitter tears.,For the remains of weapons of the month You shed bitter tears.,Sprinkle bitter tears On the remnants of their weapons.,on the remnants of their tools shedding bitter tears.,0.568525,0.64358735,0.8299309
140,9,The Old Song Of Cavaliers,1,"მიტომ გაგვზარდა დედამა, მისთვის გვეტყოდა ნანასა –","For one thing only did our mother raise us, This is why she would chant us our lullaby —",That's why mother raised us Nanasa would tell us for him –,"That's why our mother raised us, To say ""Nana"" to her -","Our mother raised us for this, she sang lullabies to us —",0.4822439,0.5302919,0.7636654
141,9,The Old Song Of Cavaliers,2,"ტანზე აბჯარი ავისხათ, მუდამ ვლესავდეთ დანასა,","That we should don our armour, Always be sharpening our blades,","put armor on the body, always sharpen the knife","To wear armor on our bodies, To always sharpen our blades,","to don armor on our bodies, to always sharpen our daggers,",0.55016947,0.74478006,0.7370486
142,9,The Old Song Of Cavaliers,3,რომ შიშს ვუგდებდეთ გულშია მეზობელს მეტიჩარასა.,So as to cast constant fear into the heart Of our posturing neighbours.,It is in the heart that we cast away fear He interfered with the neighbor.,To strike fear in the hearts Of the neighboring enemy.,to strike fear in the hearts of boastful neighbors.,0.3556419,0.69456315,0.71426404
143,9,The Old Song Of Cavaliers,4,არ ვაქელინოთ სამშობლო მეტოქეს ათას-გვარასა.,Let us not allow our country to be trampled By one thousand different rivals!,Let's not insult the motherland Thousands of opponents.,Not to yield our homeland To the thousand-fold foe.,To not let our homeland be trampled by myriad foes.,0.5693419,0.37289274,0.31279573
144,9,The Old Song Of Cavaliers,5,"გამოვეთხოვეთ ნათესავთ, ცოლ-შვილს და თავის ყანასა;","We have bidden farewell to kin, To wife, to child and field;","ask for relatives to his wife, children and family;","We bid farewell to relatives, Wife, children, and our own fields;","We bid farewell to our kin, to our wives and our fields;",0.35386634,0.86122465,0.91932565
145,9,The Old Song Of Cavaliers,6,სიკვდილს სიცოცხლე აღვუთქვით და პირი – სისხლით ბანასა.,"To death we have promised our lives, To a bathing in blood we have promised our faces.",We gave life to death And the mouth – covered with blood.,We pledged life to death And our mouths - to bloody oaths.,we pledged life to death and our word — bathed in blood.,0.69880676,0.72604394,0.80199426
146,9,The Old Song Of Cavaliers,7,ცოცხალის თავით ვერ მივცემთ მტერს თავის მიწის ღალასა.,As long as we live we shall not grant To the foe the right to harvest our soil.,We cannot give him alive He betrayed his land to the enemy.,"With our living heads, we won't allow The enemy to betray our land.",We will not give the enemy betrayal of our land while alive.,0.3418359,0.5285786,0.6176231
147,9,The Old Song Of Cavaliers,8,გაჰზდის-ღა კიდევ მშობელი ვაჟკაცებს ჩვენისთანასა?!,Will mothers ever again rear Warriors to be our peers?!,Another parent is raising Brave men with us?!,Will the motherland raise again Heroes like us?!,Will a mother raise again warriors like us?!,0.5638472,0.51917017,0.8072776
148,9,The Old Song Of Cavaliers,9,"სამშობლოსათვის სიცოცხლეს ისე ვწვავთ, როგორც ჩალასა,","For the motherland our lives We shall consume in flames, like straw;",Life for the motherland We burn like straw,"For the homeland, we burn our lives Like straw,","For the homeland, we burn life like straw,",0.8573803,0.7138436,0.7251983
149,9,The Old Song Of Cavaliers,10,ვწყდებით გულ-დამშვიდებულნი და თანაც ვმღერით ამასა:,With hearts at peace we perish While singing words like these:,We leave with peace of mind And at the same time we sing this:,We die peacefully And even sing this:,we die with calm hearts and sing this song:,0.6427666,0.76082593,0.7581104
150,9,The Old Song Of Cavaliers,11,"„მშობელი მოკვდეს, რა უშავ, შვილები ჰრჩება მამასა,","“If mothers die, it matters not, For sons remain to their fathers —","""If a parent dies, what's wrong, The children leave the father,","""Let the mother die, it doesn't matter, The children remain for the fatherland,","“Let the parent die, what of it, the children remain for the father,",0.7377435,0.77970135,0.8035625
151,9,The Old Song Of Cavaliers,12,კიდევ ექნება ფრთეები ამ წუთისოფლის ჯარასა.,New wings will sprout upon The army of this earthly existence;,It will still have wings of this world.,There will still be wings For the army of this world.,they will still have wings in this fleeting world.,0.55455226,0.7338769,0.56759083
152,9,The Old Song Of Cavaliers,13,"კარგის მამის შვილს, წესია, მტერიც უფრთხება კვალადა:",It is the rule that the son of a good father Will again inspire fear into the foe;,The rule is that the son of the good father The enemy was also afraid.,"A good father's son, it's a rule, The enemy fears his trail:","The children of a good father, by custom, even the enemy fears them;",0.8106806,0.72822905,0.72824675
153,9,The Old Song Of Cavaliers,14,ხვალ და ზეგ ვერვინ გაჰბედავს შინ შემოგვეჭრას ძალადა.,Tomorrow and two days hence none will dare To invade our homes by force.,No one will dare tomorrow and the next day Let force invade our home.,"Tomorrow and the day after, no one will dare To invade our home by force.","tomorrow and the day after, no one will dare to invade us with force.",0.8429734,0.8723918,0.8554467
154,9,The Old Song Of Cavaliers,15,"ყველას ისა სძლევს, სიცოცხლეს ვინაც არ აგდებს ჩალადა.",All succumb to him who life Does not throw away like straw.,"Everyone is overcome by Jesus, life Who does not throw away the straw.",He who does not value life like straw Conquers all.,"He conquers all, who does not treat life like straw.",0.6188699,0.62052816,0.7143292
155,9,The Old Song Of Cavaliers,16,ცოცხლები არვის დავუთმობთ მშობელი მიწის ღალასა.,"While we breathe, we concede to none The right to harvest our native soil.",We will not give up to anyone alive The parent land of Ghalasa.,We will not let anyone Betray our motherland.,We will not let anyone betray our motherland.,0.4155368,0.31248936,0.31248936
156,9,The Old Song Of Cavaliers,17,სიკვდილს აღვუთქვით სიცოცხლე და პირი – სისხლით ბანასა.,"To death we have promised our lives, To a bathing in blood we have promised our faces.",Let us call death life And the mouth – covered with blood.,We pledged life to death And our mouths -to bloody oaths.,We pledged life to death and our word — bathed in blood.,0.62621427,0.72604394,0.80199426
157,9,The Old Song Of Cavaliers,18,აბა თუ გაჰზდის მშობელი ვაჟკაცებს ჩვენისთანასა!“,Will mothers ever again rear Warriors to be our peers?!”,"What if the parent raises it? Brave men with us!""","Will the motherland raise again Heroes like us?!""",Will a mother raise again warriors like us!”,0.47885418,0.5334769,0.79840016
158,9,The Old Song Of Cavaliers,19,"სამშობლოს არვის წავართმევთ, ჩვენს ნურვინ შაგვეცილება,","From no-one shall we snatch their homeland, So let none dispute with us over ours,","We will not take away anyone's homeland. Let us not be afraid,","We won't let anyone take our homeland, No one will take it from us,","We will not take the homeland from anyone, let no one challenge us,",0.7455518,0.77585423,0.8113705
159,9,The Old Song Of Cavaliers,20,"თორემ ისეთს დღეს დავაყრით, მკვდარსაც კი გაეცინება.",Otherwise we shall bring upon them such a day That even the dead will burst out laughing.,"Otherwise, we will throw something like this today. Even the dead will laugh.","Otherwise, we'll wreak such havoc, Even the dead will laugh.","or we will bring such a day upon them, that even the dead will laugh.",0.73477346,0.76358616,0.9424102
160,9,The Old Song Of Cavaliers,21,არ მივცემთ სხვასა სამშობლოს ჩვენის ცოცხალის თავითა;,We’ll not give our land to another As long as life remains to us —,We will not give the homeland to someone else with the head of our living;,We won't give our homeland to others With our living heads;,We will not give our homeland to others while alive;,0.7285446,0.7359009,0.80537903
161,9,The Old Song Of Cavaliers,22,უკან ვერ დაგვახეინებთ მისთვის ნაძღვნევის შხამითა.,You’ll never be able to make us retreat With poison as the gift presented to it.,You can't hold us back With the poison of dedication to him.,You won't make us retreat With the poison of betrayal.,we cannot be forced back with the poison of betrayal.,0.4356259,0.7409346,0.5686337
162,9,The Old Song Of Cavaliers,23,"მტრისაკე მივიზიდებით, რომ გავწყდეთ, როგორც ლომები.","We shall be drawn towards the foe, That we may burst forth like lions.",I'm drawn to you like an enemy Let us break out like lions.,"We'll lure the enemy, To perish like lions.","We move toward the enemy, to perish like lions.",0.70655704,0.7558242,0.7508422
163,9,The Old Song Of Cavaliers,24,"ჩვენს ზურგს ვერ ჰნახავს მეტოქე, რომ გვნახო, მოგეწონები!","Of our backs no opponents will ever have sight — Were you to see us, I trust it meets with your delight!","The enemy cannot see our back. If you see us, you will like it!","The enemy won't see our backs, You'd like it if you saw us!","Our enemy will not see our backs, you will like us if you see us!",0.6971497,0.7405231,0.6986722
164,9,The Old Song Of Cavaliers,25,შვილებს საზღაპროდ ექნება ჩვენი ბრძოლა და ომები!,Our children will find the stuff of legend In the battles and wars we wage!,Children will have a reward Our struggle and wars!,Our children will have as tales Our battles and wars!,Our battles and wars will be legendary for our children!,0.736488,0.8462541,0.91181606
165,9,The Old Song Of Cavaliers,26,"არ მივცემთ მტერსა სამშობლოს, გულში დავიცემთ დანასა,",Rather than betray our country to the foe We’ll plunge a knife into our hearts.,We will not give our homeland to the enemy. We will plunge a knife into the heart,"We won't give the enemy our homeland, We'll plunge knives into our hearts,","We will not give the homeland to the enemy, we will stab ourselves in the heart,",0.8576673,0.85924876,0.7432243
166,9,The Old Song Of Cavaliers,27,არ მივცემთ უცხო ტომისას თავის მამულის ღალასა.,To none of foreign stock will we grant The right to harvest our native soil.,We will not give it to a foreign tribe Betrayal of his estate.,We won't let a foreign tribe Betray our fatherland.,we will not give the betrayal of our homeland to any foreign tribe.,0.56317455,0.49770033,0.56531477
167,9,The Old Song Of Cavaliers,28,"ესევ ასწავლონ დედებმა, შვილთ როს ეტყვიან ნანასა!",Let this be the lesson for all mothers When they sing their children a lullaby!,let mothers teach again They will call their children Nanasa!,"Let mothers teach this, When they sing lullabies to their children!",Let the mothers teach this when they sing lullabies to their children!,0.47792536,0.6860182,0.70429957
168,9,The Old Song Of Cavaliers,29,გაჰზდის-ღა კიდევ მშობელი ვაჟკაცებს ჩვენისთანასა?,Will mothers ever again rear Warriors to be our peers?!,Another parent is raising Brave men with us?,Will the motherland raise again Heroes like us?,Will a mother raise again warriors like us?,0.55910146,0.5376841,0.7967925
169,10,Consciences Song,1,"არ ვიცი საით წავიდე, ვის ვუთხრა ჩემი წვალება,","I know not where to turn, To whom to tell my torment,",I don't know where to go To whom shall I tell my sorrows?,"I don't know where to go, To whom to tell my suffering,","I don't know where to go, to whom to tell my suffering,",0.73199475,0.8403456,0.8403456
170,10,Consciences Song,2,ცეცხლში დამწვარი სვინდისი ნეტავ ვის შაებრალება?!,"Conscience burnt in fire Who will pity, pray?!",Swindis burned in the fire Who would you like to blame?!,A soul burned in fire Whose pity should I seek?!,who will pity my conscience burned in the fire?!,0.41063216,0.63813347,0.847919
