,Prose ID,Prose Name,Verse,Vazha,Hewitt,Google,Gemini,ChatGPT,Hewitt - Google,Hewitt - Gemini,Hewitt - ChatGPT
239,25,The Vulture,15,"მფრინავი არავის უნახავს, თურმე ჯაგებში, ბარდებში ძვრება და რაღაცას ჟღურტულებს და ამისთვის აქებენ.","No-one has ever seen her on the wing — apparently she creeps in bushes and thickets, gibbers away, and for this they heap praises on her.","No one has seen the pilot, it turns out that he moves in the jags and bards and mutters something and is praised for that.","no one has seen him fly, apparently he crawls in the bushes, the thorns, and whispers something, and for that, they praise him.","no one can see it; no one has seen it flying, apparently it crawls in the bushes, chirping something, and for that, they praise it.",,,
240,25,The Vulture,16,"ჟღურტულებს თურმე მძინარა, თვალებდახუჭული.","It seems she sleeps, has her eyes shut, while gibbering.",It turns out that I was sleeping with my eyes closed.,"He whispers, half-asleep, with his eyes closed.","It chirps while asleep, with its eyes closed.",,,
241,25,The Vulture,17,"ჩემი თვალების ტოლა არც კი არის, რომლებიც არადროს არ მეხუჭება და მუდამ მზად მიჭირავს საჭმლისა და მძოვრისკენ.","Neither are they any match for my eyes, which never shut on me — I have them ever on the look-out for food and carrion.","They are not even equal to my eyes, which never close and keep me always ready for food and food.","He's not even the size of my eyes, which never close and are always ready for food and prey.","It is not even equal to my eyes, which never close and are always ready for food and prey.",,,
242,25,The Vulture,18,"ის კი ჟღურტულებს და ჟღურტულებს, საჭმელ-სასმელი არც კი აგონდება და თანაც ჩემს წყევლა-კრულვას დასძახის არემარეს…","She just gibbers and gibbers away, has no thought of food and drink and at the same time fills the surrounds with curses aimed at me…”","And he is whining and whining, he doesn't even think about food and drink, and at the same time he curses me...","And he keeps whispering and whispering, not even thinking about food or drink, and even calls my curses and croaks 'music'...","It chirps and chirps, never thinking of food and drink, and also curses me, shouting curses at me...""",,,
243,25,The Vulture,19,"„ყრაანტ, ყრაანტ“! მოისმოდა. სვავისკენ მოსეირნობდა შავი ყორანი.","Suddenly a ‘caw, caw, caw’ rang out — a black raven was making its way toward the vulture.","""Qraant, Qraant""! - It was heard. A black raven was walking towards Swavi.","""Caw, caw!"" a sound was heard. A black crow was approaching the vulture.","""Cra-a-nt, cra-a-nt!"" came the sound. A black crow was approaching the vulture.",,,
244,25,The Vulture,20,"ჯერ გაეთამაშ-გამოეთამაშა გულზვიადად მჯდომარე სვავს, ფრთაც გაუტყლაშუნა ფრთაზე, უნდოდა ზეზე წამოეგდო, მაგრამ სიმაძღრით დამძიმებული სვავი რომ ვერ დასძრა ადგილიდან, მის გვერდით შორი-ახლო დაეშვა და ჩამოჯდა კლდეზედ.","First it sported with the vulture, which was perched haughtily there, and smashed it on the wing, wishing thereby to force it up, but as the vulture, which was weighed down by over-eating, could not move from the spot, the raven landed close by at its side and seated itself on the rock.","First, he playfully played with the sitting savi, and flapped his wing on his wing, he wanted to throw him up, but when he couldn't move the savi, weighed down by his greed, he landed next to him and sat down on a rock.","First, he playfully circled the complacently seated vulture, even brushing his wing against his, wanting to knock him over, but seeing that the vulture, weighed down by satiety, couldn't move, he landed and perched on the rock next to him.","It played with the vulture, who was sitting proudly, flapped its wing on its wing, wanting to get it to stand up, but the vulture, heavy with fullness, couldn't be moved from its place, so the crow settled nearby and perched on the cliff.",,,
245,25,The Vulture,21,"ყორანავ, ყორანავ! მიუბრუნდა სვავი ყორანს და მედიდურის კილოთი დაუწყო კითხვა: − როგორაო? რას მიამბობდი იმ დღეს ბულბულზე, ლამაზად მღეროდაო?","“Raven, raven!” said the vulture, turning to the raven, and began to ask in an overweening tone, “how did you put it, what were you telling me that day about the nightingale? — that she sang beautifully?...","Crow, crow! - Savi turned to the raven and began to ask him with his midriff: - How is he? What did you say about the nightingale that day, did it sing beautifully?","""Crow, crow!"" the vulture turned to the crow and began to question him in a haughty tone: ""Well? What were you saying about the nightingale the other day, that it sang beautifully?","""Crow, crow!"" the vulture turned to the crow and began to speak haughtily: ""How are you? What were you telling me the other day about the nightingale, singing beautifully?",,,
246,25,The Vulture,22,ნეტავი მეც ბულბულად მაქციაო?!,That you wished you too could be transformed into a nightingale?,Would you like to turn me into a nightingale too?!,I wish I were a nightingale too?!,I wish I were a nightingale!,,,
247,25,The Vulture,23,"უჭკუოვ, უტვინოვ!",You brainless moron!”,"Utkuov, Utkunov!","You fool, you idiot!""","Foolish, brainless!""",,,
248,25,The Vulture,24,"ჰო, იმასვე გიამბობ, რაც მიამბია შენთვის: მისი მღერა არ დამავიწყდება ჩემს სიცოცხლეში, და არ დაიჯერებ, მისი სიმღერის გაგონება აგერ იმ ლეშის გროვასაც კი მირჩევნია.","“Yes, I say to you again precisely what I have told you already — I shall never forget her singing as long as I live, and, you had better believe it, I infinitely prefer hearing her sing to that pile of carrion over there!”","Yes, I'm telling you the same thing I told you: I will never forget his singing in my life, and you won't believe it, I'd rather hear his singing than even that pile of carrion.","""Yes, I'll tell you the same thing I told you before: I won't forget its song in my lifetime, and you won't believe it, but hearing its song is even better than that pile of carcasses.""","""Yes, I was telling you the same thing: I will never forget its singing as long as I live, and you won't believe it, hearing its song was even better than this pile of carcasses.""",,,
249,25,The Vulture,25,"აბა როგორ იყო, როგორ? მიამბე! დაეკითხა კვლავ სვავი.","“Well, what was it like, what? Tell me now!” the vulture enquired again.","How was it, how was it? Tell me! - asked Savi again.","""Well, how was it, how? Tell me!"" the vulture asked again.","""How was it, how? Tell me again!"" asked the vulture.",,,
250,25,The Vulture,26,"მშვენივრად გალობდა, მშვენივრად!","“She sang quite splendidly, splendidly!","He sang beautifully, beautifully!","""It sang wonderfully, wonderfully!","""It sang beautifully, beautifully!",,,
251,25,The Vulture,27,"რამდენჯერ გავმძღარვარ ლეშით, სხვადასხვა ცხოვლისა თუ ფრინვლის ხორცით, ჩემს სიცოცხლეში ისეთი სიამოვნების წამი არ გამომივლია;","How often have I gorged myself on a carcass, be it the meat of different animals or birds, and yet never in my life have I experienced such a moment of sheer delight.","How many times have I been greedy for carrion, the meat of various animals or birds, I have never experienced such pleasure in my life.","No matter how many times I've gorged myself on carrion, the flesh of various animals or birds, I've never experienced such a moment of pleasure in my life","I've been satiated with carcasses, with the flesh of various animals and birds",,,
252,25,The Vulture,28,"მაშინ კი, როცა ბულბულის მღერას ვუგდებდი ყურს, ჩემმა გულმა ფეთქა დაიწყო, მისი ძგარა-ძგური, ხმაურობა თითონ მევე კარგად მესმოდა. თელი ღამე არ დამდგარა, არ დაუსვენია.","But then, when I began to listen to the nightingale’s singing, my heart started to pound so that even I myself could clearly hear the sound of its throbbing; it did not subside or rest the whole night.","And then, when I listened to the nightingale's song, my heart began to beat, I could clearly hear its heartbeat. He didn't get up all night, he didn't rest.","but when I listened to the nightingale's song, my heart started pounding, I could hear its tremors, its sounds clearly. It didn't stop all night, didn't rest.","but I've never experienced such a moment of pleasure in my life; when I listened to the nightingale's singing, my heart began to beat, I could hear its thumping and noise myself. It didn't stop all night, it didn't rest.",,,
253,25,The Vulture,29,მთელი ჭალა იყო და ის.,"Apart from this, there was nothing in the entire clearing by the river.”",There was a whole swamp and that.,"It was just the meadow and it.""","The whole meadow was just it and me.""",,,
254,25,The Vulture,30,შენ ღამე ჭალაში რა გინდოდა? ამბობდა სვავი გაჯავრებით.,“What were you doing in the clearing at night?” said the vulture in annoyance.,What did you want in the swamp at night? said Savi with a smile.,"""What were you doing in the meadow at night?"" the vulture said angrily.","""What were you doing in the meadow at night?"" said the vulture irritably.",,,
255,25,The Vulture,31,"მინამ მთაში ლეში გაჩნდებოდა, ბარად დავდიოდი სადავლოდ.","“Before carrion appeared on the mountain, I used to go into the valley to forage.",A carcass would appear in Minam Mt.,"""I was waiting for carcasses to appear in the mountains, I was wandering around the lowlands looking for food.","""Before the carcasses appeared in the mountains, I used to roam the valley for food.",,,
256,25,The Vulture,32,"სანოვაგეს, ღვთის წინაშე, ბევრსაც ვხვდებოდი.","And, as God is my witness, I used to find many a good picking.","Before God, I met many people.","By God, I found plenty.",I found a lot of provisions before God.,,,
257,25,The Vulture,33,დამეზარა მთაში წამოსვლა და ერთი ღამე ჭალაში ვათიე ერთ უზარმაზარ ბოკვზე.,I couldn’t be bothered coming back up to the mountains and spent one night on top of a huge maple in a clearing by the river.,I got tired of going to the mountains and spent one night in a swamp on a huge bog.,"I got lazy to go up to the mountains, and one night I stayed in the meadow on a huge branch.",I was lazy to go up to the mountains and spent a night in the meadow on a huge branch.,,,
258,25,The Vulture,34,"იმ ღამეს გავიგე ის, რაც ჩემს სიცოცხლეში არ გამიგია და იქნება კიდევ ვეღირსო ბულბულის ხმის გაგონებას.","That night I heard something I had never heard in my life before, and perhaps some day I’ll be judged worthy of hearing the voice of the nightingale once more.",That night I heard something that I have never heard in my life and I will still appreciate hearing the nightingale's voice.,"That night I heard what I've never heard in my life, and maybe I'll be worthy to hear the nightingale's voice again.","That night I heard what I've never heard in my life, and maybe I'll never hear the nightingale's voice again.",,,
259,25,The Vulture,35,"ამაღამაც იქნება წავიდე, აღარა მშია და არაფერი.",This very night perhaps I’ll go — I’m no longer hungry or anything.,"I will go tonight too, I'm not hungry anymore and nothing.","I might even go there tonight, I'm not hungry or anything.","Tonight, maybe I'll go again, I'm not hungry or anything.",,,
260,25,The Vulture,36,"წავალ, დავჯდები იმავე ბოკვზე და დავუგდებ ყურსა, დილაზე კი აქვე გიახლებით.","I’ll just go, perch upon that same maple and listen — in the morning I’ll be back with you here.","I will go, sit on the same bed and listen to you, and I will visit you here in the morning.","I'll go, sit on the same branch, and listen, and in the morning I'll come back here.","I'll go, sit on the same branch, and listen to its singing, and in the morning I'll come back here.",,,
261,25,The Vulture,37,"იმავე ხეზე, მეორე ტოტზე, ყვავი იჯდა.",On the second branch of that maple was sitting a crow.,"On the same tree, on another branch, a crow was sitting.","A raven was sitting on the same tree, on another branch.","On the same tree, on another branch, a raven was sitting.",,,
262,25,The Vulture,38,"თუმცა უგუნებოდ ბრძანდებოდა, მაგრამ თვითეულს სიტყვას ის მითარგმნიდა;","Although he was out of sorts, he nevertheless translated every word for me.","Although it was thoughtless, he would translate his own words;","Although he spoke reluctantly, he translated every word for me.","Although it was in a bad mood, it translated every word for me",,,
263,25,The Vulture,39,"მე მხოლოდ ხმა მომწონდა, სიტყვები კი არ მესმოდა.",I was attracted just to the voice and didn’t even hear the words.,"I only liked the sound, I didn't understand the words.","I only liked the sound, I didn't understand the words.","I only liked the voice, I didn't understand the words.",,,
264,25,The Vulture,40,ყვავს ბულბულის ენა კარგა სცოდნოდა და დაწვრილებით მითარგმნიდა.,The crow had apparently come to understand the nightingale’s language well and translated it in great detail.,The crow knew the nightingale's language well and would translate it in detail.,The raven knew the nightingale's language well and translated it in detail.,The raven knew the nightingale's language well and translated it for me in detail.,,,
265,25,The Vulture,41,"განა არ იცი, ზამთარ-ზაფხულ ბარადა გდია და ადვილად შეისწავლიდა.",Don’t you know that the crow hangs about the valley throughout the whole year and will easily have learnt the language!”,"Don't you know, winter and summer go to Barada and you could easily study it.","You know, he stays in the lowlands all year round and learned it easily.""","Don't you know, it lives in the valley all year round and easily learned it.""",,,
266,25,The Vulture,42,"რას გითარგმნიდა, რატომ მეც არ მეტყვი? სთქვა კვლავ სვავმა.",“What did it translate for you? Why won’t you tell me too?” the vulture asked again.,"What did he translate for you, why don't you tell me too? said Svav again.","""What did he translate, why don't you tell me too?"" the vulture asked again.","""What did it translate for you, why don't you tell me?"" said the vulture again.",,,
267,25,The Vulture,43,"ბევრს რასმე, ვინ მოსთვლის! ყველა ვერ დავისწავლე, უთხრა მას ყორანმა.","“Many things; who will count them?! I couldn’t memorise it all,” replied the raven.","Many things, who can count! I couldn't learn them all, the raven told him.","""Many things, who can count them all! I couldn't learn them all,"" the crow told him.","""Many things, who can count! I couldn't learn them all,"" the crow told him.",,,
268,25,The Vulture,44,ცოტა რამ კი მახსოვს.,“But I do recall a little.,I remember a few things.,"""But I remember a few things.","""I remember a few things.",,,
269,25,The Vulture,45,"აი თურმე რასა მღერის ბულბული: „ამოდით ყვავილნო, შვენიერნო, ტურფანო, დედამიწის ანგელოზნო, თქვენ დაგედევით მტლედ, თქვენ გენაცვალეთ.","This, it seems, is what the nightingale sings: ‘Burst through you lovely, beautiful flowers, you angels of the earth; I have sacrificed myself to you, my darlings.","This is what the nightingale sings: ""Get up, flowers, beauties, turfans, angels of the earth, you have been chased like a wolf, you have changed.""","This is what the nightingale sings: 'Come out, flowers, beautiful, delicate, angels of the earth, I will bow down to you, I will sacrifice myself for you.","This is what the nightingale sang: 'Come, flowers, beautiful, lovely, angels of the earth, I adore you, I worship you.",,,
270,25,The Vulture,46,"უთქვენოდ ღმერთმა ნუ მომცეს ერთის დღის სიცოცხლე, თქვენა ხართ, თქვენა, ჩემი სიცოცხლე.","Without you may God grant me not a single day’s existence — you, you are my life.","May God not give me one day's life without you, my life is yours, yours.","Without you, may God not give me even one day of life, you, you are my life.","Without you, God, don't give me a single day's life, you are, you are my life.",,,
271,25,The Vulture,47,"ტყეო, დედამიწის გვირგვინო, მუდამაც იხარე ფოთოლით და ნაყოფით, მუდამ მწვანობდე, მუდამ ჰლაღობდე და მე, საბრალო შენი მგოსანი, გიმღერდე, ვაქებ-ვადიდებდე შენს შვენებას, შენს შემოქმედს.","O forest, crown of the earth, may you forever rejoice in your leaves and fruit, stay ever green, be ever merry, and may I, your humble songstress, go on serenading you, praising and glorifying your beauty and creativity.","Forest, crown of the earth, always be happy with leaves and fruits, always be green, always be blooming and I, your poor master, will sing to you, praise your peace, your creator.","Forest, crown of the earth, always rejoice with leaves and fruit, always be green, always be lush, and I, your poor singer, will sing to you, praising your beauty, your creator.","Forest, crown of the earth, always rejoice with leaves and fruits, always be green, always be cheerful and I, your poor poet, will sing to you, praise and glorify your beauty, your creator.",,,
272,25,The Vulture,48,"უმანკოება შენი ნუმც შეიბღალება რაიმე ცოდვით, რომ არ მატირო მწარედ, გული არ დამიდაგო!","May your purity be not  stained by any sin, so that there may be no reason for you to make me shed bitter tears and consume my heart in flames!","Let your innocence not be disturbed by any sin, so that you don't cry bitterly, don't break my heart!","May your innocence never be tainted by any sin, so that I don't cry bitterly, so that my heart doesn't break!","May your purity never be stained with any sin, so you don't make me weep bitterly, don't break my heart!",,,
273,25,The Vulture,49,"„წყარონო, წმინდად, ანკარად მდინარნო!","“‘Mountain-springs, ever flowing in glistening purity!","""Source, holy, Ankara river!","'Springs, pure, crystal-clear rivers!","""Springs, flowing pure and clear!",,,
274,25,The Vulture,50,"რძედ გადენსთ ბუნება, რათა ყველა ცხოველს მოუკლათ წყურვილი, დასაჭკნობ-გასახმობად გამზადებულნი მცენარენი მორწყოთ, გაახაროთ, გაანედლოთ, თავი მაღლა ააღებინოთ.","Nature makes you flow as milk that you may quench the thirst of all creatures, that you may water the plants when they are on the point of drying up and withering, that you may cause them to rejoice, refresh them and make them hold their heads up high.","Nature flows like milk to quench the thirst of all animals, to water the plants prepared to grow, to make them happy, to make them happy, to raise their heads;","Nature pours you out like milk, so that all animals can quench their thirst, so that you can water, gladden, nourish, and raise their heads, the plants ready to wither and dry.","Nature flows like milk, so that every creature may quench its thirst, water the plants prepared to wither and dry, make them grow, flourish, lift their heads",,,
275,25,The Vulture,51,"ნუ დაივიწყებთ, თქვენი ჭირიმე, უკანასკნელ მატლს, უკანასკნელ ჭიას, რადგან იმასაც სიცოცხლე სწყურია.","Do not forget, I beg you, each and every grub, each and every worm, for they too thirst for life.","Do not forget, your pestilence, the last worm, the last worm, because it also longs for life.","Don't forget, my dear ones, the last worm, the last insect, because they also crave life.","don't forget, for your sake, the last worm, the last caterpillar, because it too longs for life.",,,
276,25,The Vulture,52,"ნურც დაიშრიტებით: იდინეთ, იწანწკარეთ.",And do not run dry — flow and ripple on!,"Don't be afraid: keep going, keep going.","Don't dry up either: flow, sparkle.","Don't dry up: flow, babble.",,,
277,25,The Vulture,53,"თქვენ რომ გხედავთ, ჩემს გულში წმინდა გრძნობა და დიადი სიყვარული თქვენსავით წანწკარებს.","When I behold you, there ripples in my heart, just like you, a purity of feeling and boundless love.","When I see you, a holy feeling and great love twinkle in my heart like yours.","When I see you, a holy feeling and great love, like you, sparkles in my heart.","When I see you, my heart feels pure emotions and great love like you.",,,
278,25,The Vulture,54,"უფალო, ღმერთო, აკურთხე წყარონი, აკურთხე ყვავილნი, დამილოცე ტყე, თქვენს მადლს და დიდებას ვეთაყვანე!","Lord God, bless the mountain-springs, bless the flowers, worship my forest, I beseech you by your grace and glory!","Lord, God, bless the spring, bless the flowers, bless the forest, I worship your grace and glory!","Lord, God, bless the springs, bless the flowers, bless the forest, I bow to your grace and glory!","Lord, God, bless the springs, bless the flowers, bless the forest, I bow to your grace and glory!",,,
279,25,The Vulture,55,"„მზეო, ყოველის არსის ნუგეშო, გაათბე, გაახარე ყველა შენის მადლიანის სხივით, ხოლო ნუ დასწვავ, ნუ დაჰგვალავ, ნუ გააფუჭებ კაცის და ბუნების მარჯვენის ამაგს; შენ, ნიავო ციურო, მოეშველე მზეს, ერთად შეზავდით და თესეთ მადლი ქვეყანაზე!","“‘O sun, the consolation of all living things, give warmth and heat to all with your benevolent rays, but do not burn, do not scorch, do not ruin the good deeds of man’s and Nature’s right hand. You, heavenly breeze, aid the sun, blend together and sow grace upon the earth!","""Sun, consolation of the essence of everyone, warm, make everyone happy with your gracious rays, and don't burn, don't burn, don't spoil the right hand of man and nature; You, breezy sky, save the sun, mix together and sow grace on the country!","'Sun, comforter of all beings, warm and gladden everyone with your gracious rays, but don't burn, don't scorch, don't destroy the creation of man and nature; you, heavenly breeze, help the sun, mix together and sow grace on earth!","""Sun, comforter of all beings, warm and rejoice everyone with your blessed rays, but don't burn, don't wither, don't spoil the work of man and nature's right hand; you, heavenly wind, help the sun, mix together and sow grace on earth!",,,
280,25,The Vulture,56,"ძალნო ბუნებისანო, მოგროვდით ჩემთან, მოისმინეთ მუდარა ჩემი: აგერ სოფლები, აგერ ქოხები, იქვე ობლები, უბადრუკნი, ბეჩავნი ტირიან.","Forces of Nature, gather around me, hear my supplication: here the villages, here the shacks, there the orphans are crying, unfortunate and unhappy.","All the forces of nature, gather with me, listen to my voice: here the villages, here the huts, there the orphans, the homeless, the homeless are crying.","Forces of nature, gather around me, listen to my plea: here are the villages, here are the huts, there are orphans, poor, wretched people crying.","Powers of nature, gather with me, listen to my plea: here are the villages, here are the huts, there orphans, wretches, and poor people are crying.",,,
281,25,The Vulture,57,"მიეშველეთ, მტირალი გააცინეთ, მშიერი გააძღეთ, თქვენს ძალასა და მადლსა!..","Give succour — bring laughter where there are tears, bring fullness where there is hunger, I beseech you by your power and charity…","Help me, make the crying laugh, feed the hungry, with your power and grace!..","Help them, make the crying laugh, feed the hungry, your power and grace!..","Help them, make the weepers laugh, satiate the hungry with your power and grace!",,,
282,25,The Vulture,58,"ახ, საბრალონი!",Woe to the wretched!,"Ah, Sabralon!","Oh, the poor!","Ah, the poor ones!",,,
283,25,The Vulture,59,რამდენი ტირის,How many are crying!,How many are crying,How many cry,How many are crying,,,
284,25,The Vulture,60,რამდენი ოხრავს,How many are sighing!,how many are crying,how many sigh,how many are sighing,,,
285,25,The Vulture,61,"და იმათი ცრემლი კი ჩემს გულში ზღვასავითა გუბდება მე სულს მიხუთავს, სიცოცხლეს მიწამლავს.","And their tears well up in my heart, stifle my spirit and poison my being.","and their tears are flowing in my heart like the sea, they hug my soul, they ground my life.","and their tears gather in my heart like a sea, suffocating me, poisoning my life.","and their tears are like a sea in my heart, suffocating my soul, poisoning my life.",,,
286,25,The Vulture,62,„რამდენი მწყემსი ტირის,“‘How many shepherds are crying!,"""How many shepherds cry",'How many shepherds cry,"""How many shepherds cry",,,
287,25,The Vulture,63,"და იმათ სარჩოს ითრევენ სვავნი და ყორანნი, უმსგავსნი, უმადლო, უკეთურნი ფრინველნი, სხვისა ცრემლით თავის მასაზრდოვებელნი, სხვის საფლავზე მოკიჟინენი.","Vultures and ravens drag away their livelihood, ugly, merciless, evil birds which find nourishment in another’s tears and find cause to shriek for joy at another’s grave.","and their food is torn away by ravens and ravens, unlike, ungrateful, ugly birds, feeding on other people's tears, gnawing on other people's graves.","and their livestock is dragged away by vultures and crows, ugly, ungrateful, evil birds, feeding on the tears of others, rejoicing on the graves of others.","and vultures and crows, vile, ungrateful, wicked birds, who feed on others' tears, cawing on others' graves.",,,
288,25,The Vulture,64,მზარავს და მშხამავს იმათი მოგონება“.,"It terrifies me, it poisons my soul to think of them.’","The memory of that hurts and poisons me.""",The thought of them sickens and poisons me.',"Their memory nauseates and poisons me.""",,,
289,25,The Vulture,65,და სხვა და სხვა.,And so on and so on.”,and more and more.,"And so on and so forth.""",And so on.,,,
290,25,The Vulture,66,რაო? სვავნი და ყორანნიო? სთქვა სვავმა მრისხანედ.,“What was that about vultures and ravens?” asked the vulture irately.,What? Are you sweet and raven? Svav said furiously,"""What? Vultures and crows?"" the vulture said angrily","""What? Vultures and crows?"" said the vulture angrily",,,
291,25,The Vulture,67,"იმისმა მზემ, სვავი და ყორანი იმის ცალი და ანათალი არიან, იმასავით მარტო ჟღურტულებენ და ვერ სიამოვნებენ ამ წუთისოფლის სიამოვნებით.","“By the sun which she adjures, the vulture and raven are just as good as she is; like her they merely gibber away and cannot delight in the pleasures of this world!","Because of this sun, Svav and the raven are alone and bright, like that, they wander alone and cannot enjoy the pleasures of this world.","""That sun, vultures and crows are its pieces and fragments, they only croak like that and can't enjoy the pleasures of this world.","""Curse its sun, the vulture and crow are its relatives, they chirp like it and cannot enjoy the pleasures of this world.",,,
292,25,The Vulture,68,"რა ღმერთი გაგიწყრა, რომ მაშინვე არ გადაუხტი და თავი არ გაუჩეჩქვე იმ წუწკს, იმ უბადრუკს, იმას!","What spirit addled your brains that you didn’t jump upon her that very instant and batter the head off that miserable one, that wretched one, that…?","What a pity that you didn't pay immediately and get rid of that scumbag, that ugly thing!","What god made you not immediately jump on that speck, that wretch, that thing, and tear its head off!","What god cursed you that you didn't immediately jump on it and crush its head, that scoundrel, that wretch, that thing!",,,
293,25,The Vulture,69,"იმდენს ვალაპარაკებდი განა ჩემს თავზე, მე რომ იქა ვყოფილიყავი?!","Do you think that I would have let her get away with so much talk about me, had I been there?!",Would I have talked so much about myself if I had been there?!,Wouldn't I have said so much about myself if I had been there?!,How much would I have spoken about myself if I were there?!,,,
294,25,The Vulture,70,"არამი არ იქნებოდა მაშინ ჩემი სიცოცხლე ჩემს თავზე, თუ მაშინვე არ გავგლეჯდი შუაზე?","Would my body not instantly be shewn to be unworthy of life, were I not straightway to tear her in two?”",Wouldn't my life then be on my head if I didn't immediately tear it in half?,"Wouldn't my life be on my head if I hadn't torn it in half right then and there?""","My life wouldn't be worth living if I didn't tear it in half right away!""",,,
295,25,The Vulture,71,"ეგრე პირდაპირ რომ ეთქვა მშრალის სიტყვით, მეც ბარემ იმას ვუზამდი, მაგრამ ისე ლამაზად, მოხდენით ამბობდა, რომ გავშეშდი, კლანჭები ხის ტოტზე მიმეწება, ნისკარტი გამიშეშდა, დამამონა, დამაუძლურა.","“Had she directly spoken as she did in a formally dry speech, I too would simply have done just that to her, but she spoke in such a lovely and comely way that I lost control of my body — my talons stuck to the branch of the tree, my beak became numb — she enslaved and drained me of my strength.","If he had said it so directly in dry words, I would have done the same thing, but he said it so beautifully and gracefully that I was exhausted, my claws stuck to the tree trunk, my beak was exhausted, he enslaved me, made me weak.","""If it had spoken directly, in plain words, I would have done the same, but it spoke so beautifully, so gracefully, that I was stunned, my claws stuck to the tree branch, my beak went numb, it subdued me, weakened me.","""If it had said it directly in dry words, I would have done the same, but it said it so beautifully and gracefully that I froze, my claws stuck to the tree branch, my beak became rigid, it enchanted me, weakened me.",,,
296,25,The Vulture,72,"დარწმუნებული ვარ, შენ რომ ყოფილიყავი ჩემს ალაგას, ხმას ვერ ამოიღებდი, კრინტსაც ვერ დასძრავდი.","I am convinced that, had you been in my place, you wouldn’t have been able to find your voice, you wouldn’t have been able to raise even a chirp.","I'm sure that if you were my friend, you wouldn't have raised your voice, you wouldn't have moved the crint.","I'm sure if you were in my place, you wouldn't have made a sound, you wouldn't have moved a feather.","I'm sure if you were in my place, you wouldn't have made a sound, you wouldn't have moved a muscle.",,,
297,25,The Vulture,73,"გავგლეჯდი კი არა, დღეს საღამოსაც იქვე უნდა წავიდე და კიდევ მოვისმინო ბულბულის მღერა და, თუ გნებავს, შენც წამობრძანდი.","Far from tearing her to pieces, this very evening I must go there and hear again the nightingale’s singing, and, if you wish, you come along too.","I didn't tear myself apart, I have to go there tonight and listen to the nightingale sing again, and if you want, you can come too.","Not only would I not have torn it apart, but I'm going back there tonight to hear the nightingale's song again, and if you want, you can come too.","Not only would I not have torn it apart, but tonight I must go there again and listen to the nightingale's song, and if you want, you can come too.",,,
298,25,The Vulture,74,შენ ამოიყარე იმისი ჯავრი.,Get your own back on her.,You threw that shit out.,You can vent your anger there.,You take out your anger on it.,,,
299,25,The Vulture,75,"ადვილია მისი მოკვლა, მისი დაჭერა. თვალდახუჭული გალობს მუდამ; დილით მე თითონაც ვნახე, თვალები ეხუჭა და ისე მოთქვამდა.","It’s easy to kill her or to catch; she always sings with her eyes shut; with my own eyes I saw her in the morning — her eyes were closed, and thus was she pursuing her lament.”","It is easy to kill him, to catch him. He sings blindfolded all the time; In the morning I saw one of them, he closed his eyes and said the same thing.","It's easy to kill it, to catch it. It always sings with its eyes closed; I saw it myself in the morning, its eyes were closed and it was chirping.""","It's easy to kill, to catch it. It always sings with its eyes closed; in the morning I saw it myself, its eyes were closed, and it was lamenting.""",,,
300,25,The Vulture,76,"მე წამოვალ, − სთქვა სვავმა, − და ავ დღესაც დავაწევ, გაჩვენებ იმის სეირს.","“I’ll come along,” said the vulture, “and it’ll be a black day for her — you’ll see, I’ll shew you what I’ll do with her!”","I will go, said Svav, and I will lower it today, I will show you its progress.","""I'll come,"" said the vulture, ""and I'll teach it a lesson, I'll show it what's what.""","""I will come,"" said the vulture, ""and I will punish it today, I will show you its trick.""",,,
301,25,The Vulture,77,"აი ვნახოთ, მომყე, მაშ წავიდეთ! სთქვა ყორანმა.","“Well, just let’s see — follow me then, let’s be off!” replied the raven.","Let's see, follow me, then let's go! - said the raven.","""Let's see, follow me, then let's go!"" said the crow.","""Let's see, come then, let's go!"" said the crow.",,,
302,25,The Vulture,78,"„ყრააანტ“, გაისმა, ყორანი აფრინდა.",A ‘caw’ went up as the raven flew off.,"""Karaaant"", it was heard, the raven took off","""Caw,"" the crow took off","""Cra-a-nt,"" it was heard, the crow flew off",,,
303,25,The Vulture,79,და მასთან ალახლახდა სვავიც და გასწიეს ერთად.,"The vulture too began to flap along after it, and they set off together.","and the crow flew with it, and they took off together.","and the vulture flapped along with him, and they set off together.","and the vulture flapped after it, and they flew off together.",,,
304,25,The Vulture,80,"ხშირ-ბინდმა დაჰკრა, როცა დიდს ჭალაში, დიდს ბოკვზე ორნივე, ყორანი და სვავი, ჩაეშვნენ, დალაგდენ მძიმედ და არხეინად დაიკეცეს მხრები.","A thick twilight fell when both the raven and the vulture swooped down into the great clearing onto the huge maple, alighted clumsily and imperturbably folded their wings.","Dusk fell, when both, the raven and the raven, fell into the big ditch, on the side of the big one.","Dusk had fallen when they both, the crow and the vulture, landed on the large branch in the large meadow, settled heavily, and folded their wings comfortably.","Darkness fell when the two of them, the crow and the vulture, landed on a large branch in a large meadow, settled heavily, and calmly folded their wings.",,,
305,25,The Vulture,81,კარგა დაღამდა.,Night well and truly began to draw on.,It was a good night.,Night fell.,It got quite dark.,,,
