ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking,n_emotions
1.24516e+18,i am micrometers away from muting virus coronavirus corona sick infected etc from my timeline,0,0,0,0,0,0,1,0,0,0,1
1.24514e+18,found out my cousin is graduating medical school today and going onto the front lines of corona  can i get an f on the tl,0,0,0,0,0,0,0,0,0,1,1
1.24518e+18,ted cruz jokes about quarantine boredom   tiger king  docuseries prompts sheriff to families amid coronavirus internet crunch ,0,0,0,0,0,0,1,0,1,1,3
1.24521e+18,this wouldnt happen if their mayor  joy belmonte is doing her job properly and fairly  coronavirus,0,0,0,0,1,0,1,0,0,0,2
1.24516e+18,i try to sexily slide into an ex s dms one time and they tell me they have coronavirus,0,0,0,0,0,1,0,0,0,1,2
1.24516e+18,my folks ordered pizza and now they doing the most to make sure its corona free  bitch why did yall order pizza then,0,0,0,0,0,0,1,0,0,1,2
1.24515e+18,whoever called this virus corona certainly knew what they were doing  because right now i am not having a good time,0,0,0,0,0,1,1,0,0,0,2
1.24517e+18,fuck you corona now the loml cant move back to miami until the end of the year,0,0,0,0,0,1,1,0,0,0,2
1.24521e+18,okay its april fools  time to say this corona shit was a prank,1,0,0,0,0,1,1,0,0,0,3
1.24523e+18,people who dont flash their lights to warn of cops deserve to get corona ,0,0,0,0,0,0,1,0,0,1,2
1.24522e+18,im going to be pissed if the corona kings shout april fools  at tomorrows update,0,0,0,0,0,0,1,0,0,1,2
1.24525e+18,can yall say april fools already and say the corona virus was a joke,0,0,0,0,0,1,0,0,0,1,2
1.2452e+18,tnt   are you trying to scare the hell out of us with these movies   last ship   geostorm  coronavirus pandemic,1,0,0,0,0,0,1,0,0,1,3
1.24518e+18,coronavirus highest ever unemployment  6 5 earthquake north of boise idaho  president obama we need you ,0,0,0,0,1,1,0,0,0,1,3
1.24524e+18,this corona shit better be long gone by the time august get here all in saying,1,0,0,0,0,0,0,0,0,1,2
1.24525e+18,ight corona    ya funky bitch  you got 30 days  ,0,0,0,0,0,0,1,0,0,0,1
1.24785e+18,if a corona virus came as a test to how you have lived your life so far both spiritually and physically  how well was it,0,0,0,1,0,0,0,0,0,1,2
1.24516e+18,how soon until we see the marriage of coronavirus tweets and april fools tweets  at what hour does it begin ,0,0,0,0,0,0,0,0,0,1,1
1.2452e+18,i lost my lil part time check to corona today  im sad  imma miss that job,0,0,0,0,0,1,0,0,0,0,1
1.24515e+18,857 000 coronavirus cases total    42 000 died  177 000 recovered the rest still got it    i cant wait for this to be all over,0,0,0,0,0,1,1,0,0,0,2
1.24519e+18,hii corona iishe i miss waking up in mansion  i m home sick,0,0,0,0,0,1,1,0,0,0,2
1.24525e+18,ladies  did you know that sleeping with small dicked men can possibly decrease your chances of getting corona ,0,0,0,0,0,0,0,0,0,1,1
1.24786e+18,even there are corona virus my heart needs beautiful things and my heart filled with imagine of my favorite singers ,1,0,0,0,0,0,0,0,0,0,1
1.24516e+18,google cancels april fools  day plans this year due to coronavirus   ,0,0,0,0,1,1,0,0,0,0,2
1.24523e+18,corona virus was created to stop us from having 4 20 all month with our friends,0,0,0,0,0,1,0,0,0,1,2
1.24514e+18,my son puts hand sanitizer on by his self lol  dude making sure he stays coronavirus free,0,0,0,0,0,0,0,0,0,1,1
1.24522e+18,coronavirus coronavirus insurance oldpeople   decision makers are old people   lockdown to protect them,1,0,0,1,0,0,1,0,0,0,3
1.24523e+18,tl is so boring without cricket tweets go corona go,1,0,0,0,0,1,1,0,0,0,3
1.24522e+18,yeah  but i do not have particularly high hopes for april either  coronavirus coronavirus outbreak,0,0,0,1,0,0,0,0,0,0,1
1.24515e+18,absolutely essential  another group of unsung heroes in the fight against coronavirus,1,1,0,0,0,0,0,0,0,0,2
1.24518e+18,aye cuz why he sound like he bet lost his whole coronavirus stimulus checc,0,0,0,0,0,0,0,0,0,1,1
1.24516e+18,is clowning right now  my dude really said better hope coronavirus brexits his body fixit,0,0,0,0,0,0,0,0,0,1,1
1.24515e+18,whenever we get freed from corona im going every where got damn,1,0,0,0,0,0,0,0,0,1,2
1.24519e+18,i like how i can get drunk at home on a wednesday night and its acceptable because of corona virus,1,0,0,0,0,0,0,0,0,1,2
1.24514e+18,guess which celebrity hasnt gotten the coronavirus        chuck norris  coincidence  i think not ,0,0,0,0,0,0,0,0,0,1,1
1.24518e+18,this coronavirus stuff is making me go crazy  but stay safe everyone   ,0,0,0,0,0,1,1,0,0,0,2
1.24517e+18,travel ecredits extended til 12 30   still showing 9 30 on cancelled trip due to coronavirus,0,0,0,0,0,0,1,0,0,0,1
1.24515e+18,we have had enough of this year already from attempted world war iii to coronavirus without the need to do april fools day,0,0,0,1,0,0,0,0,0,1,2
1.24524e+18,going through it  it being proper health and safety measures to prevent the spread of coronavirus,1,1,0,0,0,0,0,0,0,0,2
1.24525e+18,coronavirus  coronavirus  diabetes  lung and heart disease common in us patients  says cdc  stay at home save lives,0,0,0,0,1,0,0,0,1,0,2
1.24516e+18,the next 14 days are so important  we cant stop now  we need to follow the directions of coronavirus,1,1,0,0,0,0,0,0,1,0,3
1.24516e+18,the response to a sneeze in my house hold is no longer bless you  its corona virus,0,0,0,0,1,0,0,0,0,1,2
1.24785e+18,thanks kemri moved from an income generating activity to a valuable institution  now we want vaccine for coronavirus 19 ,0,1,0,0,0,0,0,0,0,0,1
1.24519e+18,i bet cast iron pans are fuckin loving the coronavirus ,0,0,0,0,0,0,0,0,0,1,1
1.24519e+18,the only way i could believe new york governor got infected with the coronavirus is if he actually dies from it  i do not believe in fake news ,0,0,0,1,0,0,0,1,0,0,1
1.24525e+18,people are talking about coronavirus but weve had scoronavirus since may 19    auspol,0,0,0,0,0,0,1,1,0,1,2
1.24514e+18,no muthafucka  yall were too busy spreading lies that coronavirus was a hoax  stfu,0,0,0,0,0,0,1,0,0,0,1
1.24516e+18,its april 1st can you please tell us coronavirus was made up and we can all leave our houses now,1,0,0,0,0,1,0,1,0,1,3
1.24518e+18,anyone trust after she did not practice social distancing and got coronavirus 19  yeah   nope,0,0,0,1,0,0,1,0,0,1,3
1.24517e+18,west godavari lo 14 positive cases out of them 9 people from eluru coronavirus andhrapradesh,0,0,0,0,0,1,0,0,1,0,2
1.24518e+18,i wonder who is gonna be the first tone deaf dipshit to make a coronavirus april fools  day joke ,0,0,0,0,0,0,1,0,0,0,1
1.24522e+18,not enough only eating cow dung will not cure the corona  we want mass testing tamil nadu demands mass testing,0,0,0,0,0,0,1,0,0,1,2
1.24517e+18,now you can resign since you let everybody fly to this bitch and give us corona ,0,0,0,0,0,0,1,0,0,0,1
1.2452e+18,not only adens requesting this  az governor also wanted aca reopened  coronavirus protectingtheuninsured,1,0,0,0,0,0,0,0,1,0,2
1.24523e+18,people are dying from the coronavirus and healthy people are getting horny on the tl and wont shut up about how bored they are   ,0,0,0,0,0,0,1,0,0,0,1
1.24515e+18,we are now scared of rain oo hot weather is the best in this corona season 1,0,0,0,0,1,0,0,0,0,0,1
1.24515e+18,my mother in laws ex boyfriend died from the coronavirus last night  rip dv,0,0,0,0,0,1,0,0,0,0,1
1.24519e+18,if i dont get to go to grad school bc of the stupid corona virus i swear someone is getting fed to the tigers,0,0,0,0,0,0,1,0,0,1,2
1.24524e+18,great going by ap after delhi issue  test test test  finding more positive cases in short span  coronavirus india,0,1,0,0,0,0,0,0,0,0,1
1.24521e+18,even after this whole corona virus is over plz stay 6 feet away from me at all times,1,0,0,0,1,0,0,0,0,1,3
1.24988e+18,more than 23 000 americans killed by corona virus  isolate china  ,0,0,0,0,0,0,1,1,0,1,2
1.24515e+18,breaking us coronavirus deaths set one day record at 865,0,0,0,0,0,0,0,0,1,0,1
1.2452e+18,mr  president  did you hear bellerophon treated a coronavirus patient yesterday and they went home feeling better today ,1,0,0,0,0,0,0,0,0,0,1
1.24784e+18,jack s boss is currently in intensive care due to coronavirus  jack is a buffoon  do not be like jack ,0,0,0,0,0,0,1,0,0,1,2
1.24516e+18,2 little 2 late 2 save lives of those that hav died during r experimental time of coronavirus ,0,0,0,1,0,1,0,0,0,0,2
1.24525e+18,subject  coronavirus   lt name gt   we want to inform our beloved servants there will be no disruption to our value driven ad revenue ,1,0,0,0,0,0,1,0,1,0,3
1.24518e+18,is a real bully  needs to stop attacking women for coronavirus failures and other failings ,0,0,0,0,0,0,1,0,0,0,1
1.24525e+18,bring awareness to coronavirus l m f a o o k d you d e,0,0,0,0,0,0,0,0,0,1,1
1.24524e+18,i hope morgan asks mayor khan when the mosques are going to close   although i seriously doubt it   coronavirus,0,0,0,1,1,0,1,0,0,0,3
1.2452e+18,to avoid community spreading tamil nadu need mass corona testing     tndemandsmasstest tn together againstcorona,1,1,0,0,0,0,0,0,0,0,2
1.24517e+18,yoo who gun tell amish people about corona laugh my a   off,0,0,0,0,0,0,0,0,0,1,1
1.24519e+18,the unseen group has a agenda but this corona virius plauge came out of nowhere shutting down the matrix wheels,0,0,0,1,0,1,0,0,0,1,3
1.24515e+18,atleast this corona has changed my life  have find what i was looking for from more than a decade,1,0,0,0,0,0,0,0,0,0,1
1.24522e+18,that coronavirus hit louisiana hard  and its been a lot of travel back and forth for some people for crawfish and other seafood  ,0,0,0,0,0,1,0,0,1,0,2
1.24518e+18,bought tp on amazon  smelled like corona  sent it back ,0,0,0,0,1,1,0,0,0,1,3
1.24517e+18,i am surprised the far left has not blamed the coronavirus on climate change,0,0,0,0,0,0,0,0,0,1,1
1.24524e+18,corona mortality rate only 0 66  laughing out loud white people overreacting as usual,0,0,0,0,0,0,0,0,0,1,1
1.24519e+18,silver lining if coronavirus kills the april fools website gags ,0,0,0,0,0,0,1,0,0,0,1
1.24515e+18, 2 trillion in a few days for corona virus stimulus instead of the cdc spending a few hundred million on ppe testing in january    ,0,0,0,0,0,1,1,0,0,0,2
1.24519e+18,its official     our pets hate us  pretty sure the cat just flipped us off quarantine coronavirus,0,0,0,0,0,1,0,0,0,1,2
1.24522e+18,have we considered giving the coronavirus a stern dressing down from prue leith and paul hollywood,0,0,0,0,0,0,0,0,0,1,1
1.24515e+18,america s health system is built for profit  not care  that is why  240 000 americans will die from coronavirus ,0,0,0,1,0,0,1,0,0,0,2
1.24515e+18,due to this filthy ass corona virus i will not tolerate any form of fuck shit for da remainder of the year,0,0,0,1,0,0,1,0,0,0,2
1.24525e+18,whoever saves a life  it is as if he had saved mankind entirely    quran 5 32 stay home save lives staysafenigeria stay at home coronavirus,1,0,1,0,0,0,0,0,0,0,2
1.24522e+18,what if corona comes out today and tells us  its all been a big prank  camera hai waha hai  ab tum sab bhar aa sakte ho  april foolday,1,0,0,0,0,0,0,0,0,1,2
1.24523e+18,wanna wake up in a few hours just to have someone tell me corona was an april fools joke,1,0,0,0,0,0,0,0,0,1,2
1.2452e+18,thats all i got for tonight folks stay corona free xrp,1,0,0,0,0,0,0,0,0,1,2
1.24524e+18,mit joins a consortium of supercomputing resources to help speed the search for coronavirus solutions,1,1,0,0,0,0,0,0,0,0,2
1.24514e+18,coronavirus has taken the wind out of april fool s days s sails  i will be mightily impressed with anything that hits ,1,0,0,1,0,1,0,0,0,0,3
1.24524e+18,when you wake up and realise coronavirus is not an april fools day joke ,0,0,0,0,0,0,1,0,0,1,2
1.24523e+18,doing april fools jokes about catching corona will get you banned in my discord  im so not in a mindset to deal with it ,0,0,0,0,0,0,1,0,0,1,2
1.24515e+18,latest coronavirus news  total cases  857 299 total dead  42 114 total recovered  177 141,0,0,0,0,0,0,0,0,1,0,1
1.24785e+18,i need to watch humko deewana kar gaye again  this corona season has reignited my love for bollywood movies ,0,0,0,0,0,0,0,0,0,1,1
1.24518e+18,i am willing to bet money that the chemicals in the honey buns from school breakfast hold the cure to corona,0,0,1,0,0,0,0,0,0,1,2
1.24519e+18,the light boards on the highway today just read coronavirus  avoid public places ,1,0,0,0,0,0,0,0,1,0,2
1.24515e+18,uk government is too slow  ofcourse corona is getting worse,0,0,0,0,0,0,1,0,0,0,1
1.24785e+18,i know this is probably paint but i cant stop thinking that its coronavirus ,0,0,0,0,0,1,0,0,0,1,2
1.24785e+18, 1bn in stock to establish a philanthropic venture aimed at initially fighting coronavirus ,0,0,0,0,0,0,0,1,0,0,0
1.24518e+18,actually bout to block coronavirus  like damn i just want to see some tweets about how yall are depressed or how yall out getting dick ,0,0,0,0,1,1,0,0,0,1,3
1.24523e+18,i need and to release a depressing bop  last week  its the only thing that can comfort me during coronavirus,0,0,0,0,0,1,0,0,0,1,2
1.24515e+18,celebrities  please do not  and i cannot possibly stress this enough  write a song about the coronavirus ,0,0,0,0,0,0,1,0,0,1,2
1.24785e+18,if i never see my chemical romance live because of coronavirus i will riot inside my house,0,0,0,0,0,0,1,0,0,1,2
1.24522e+18,some days ill think im ok then i remember that euphoria season 2 got post poned cuz of corona,0,0,0,0,0,1,0,0,0,1,2
1.24518e+18,its finally raining outside  lord wash this corona away,1,0,1,0,0,0,0,0,0,0,2
1.24757e+18,if it was hard finding a decent paying job before coronavirus its gona be a lot harder when unemployment is 10 20x higher,0,0,0,1,0,1,1,0,0,0,3
1.24523e+18,coronavirus is forcing nigerias leaders to confront the broken health system they rarely use      ,0,0,0,0,0,1,1,0,0,0,2
1.24517e+18,lmfaoo my tia so paranoid about the corona virus that shes scared to have sex with her husband,0,0,0,0,0,0,0,0,0,1,1
1.24785e+18,oh well they know the snake and monkey narrative will not fly this time na so dem revert to the old suspect fire     coronavirus,0,0,0,0,0,0,1,0,0,1,2
1.24521e+18,im tryna drop you off flight after this coronavirus stuff is over wassup ,0,0,0,0,0,0,0,0,0,1,1
1.24517e+18,human corona virus has been there before dr zweli mkhize was born so my question to you sir is why all of a sudden is spreading so fast  ,0,0,0,0,0,0,1,0,0,0,1
1.2452e+18,i have gotta stop reading articles stories about coronavirus bc it is giving me straight up anxiety,0,0,0,0,1,0,0,0,0,0,1
1.24757e+18,seems like every bajan wants the government to create a coronavirus plan specifically for them ,0,0,0,0,0,0,1,0,0,0,1
1.24518e+18,i wanna go to a pride festival with someon e hmu if interested  obviously after corona ,1,0,0,0,0,0,0,0,0,0,1
1.24517e+18,dont nobody be doing any stupid coronavirus related april fools shit tomorrow  aint nobody in the mood ,0,0,0,0,0,0,1,0,0,1,2
1.24522e+18,corona havin the best laugh rn april fools on us dammmn,0,0,0,0,0,1,0,0,0,1,2
1.24517e+18,is coronavirus the same like when thanos snapped his fingers  world cleansing  coronavirus marvel,0,0,0,0,0,0,1,0,0,1,2
1.24525e+18, appb is the next big pennystock breakout   selling test kits for coronavirus ,0,1,0,0,0,0,0,0,1,0,2
1.2452e+18,yall late as shit on dis but breathing it def aint gone cure da coronavirus stop lyin,0,0,0,1,0,0,1,0,0,0,2
1.24518e+18,good news  coronavirus affect women has been descharge in hospital  bihar coronavirus goodnews news ajjtak apfightscorona,1,0,0,0,0,1,0,0,1,0,3
1.2452e+18,apparently rats and snakes cannot catch the corona virus  so do not worry  you all are safe ,0,0,0,0,0,0,0,0,0,1,1
1.24522e+18,what if coronavirus is the biggest april fools day joke the world has every played on everyone ,1,0,0,0,0,0,0,0,0,0,1
1.24514e+18,all this corona virus stuff going on police still speed trapping ,0,0,0,0,0,0,1,0,0,1,2
1.24522e+18,guys its 1st april now  the rmo is an april fool right  the coronavirus is an april fool right  your life is an april fool right ,0,0,0,0,0,0,1,0,0,1,2
1.24523e+18,corona pandemic of 2020 aur ek chapter social science ka  ,1,0,0,0,0,1,0,0,0,1,3
1.24516e+18,im going to have to cut my own toenails  tina is gonna be sooo disappointed with me  coronavirus stay home stay homemn,0,0,0,0,0,0,0,0,0,1,1
1.24516e+18,those who were farcical on gauurine found communalizing corona coronavirus outbreak coronavirus struggle delhi mosque,0,0,0,0,1,0,1,0,0,0,2
1.2452e+18,it is extremely stupid to insist on making april fool s day jokes at the moment of the outbreak of the coronavirus,0,0,0,0,0,0,1,0,0,0,1
1.24519e+18,joking about the coronavirus is sick  joking about sending corona beer when loved ones are dying is so wrong,0,0,0,0,0,0,1,0,0,1,2
1.2452e+18,are pregnant women in the u s  getting twice as much money because a fetus is a person  coronavirus,0,0,0,1,0,0,0,0,0,1,2
1.24521e+18,if you identify by anything other then male or female  youre safe from the corona virus  it only affects normal human beings ,1,0,0,0,0,0,0,0,0,1,2
1.24515e+18,coronavirus brought both leafyishere and most popular girls in school back from the dead    2016 is back,0,0,0,0,0,0,0,0,0,1,1
1.24524e+18,please dont pretend to have corona as an april fools joke tomorrow  ,0,0,0,0,0,1,1,0,0,0,2
1.24522e+18,yes it is april fools day but let us stop to play with corona virus because it is serious thing ,1,0,0,0,0,0,1,0,0,0,2
1.24517e+18,oh hey everyone  calm down  dr diamond and dr silk say coronavirus is no big deal ,1,0,0,0,0,0,1,0,0,1,3
1.24522e+18,in italy  the cases of coronavirus are decreasing but the death rate is constant,0,0,0,0,1,1,0,0,0,0,2
1.24525e+18,one fucking train per hour and you still want to be fucking delayed  bmt i dont know whats going to kill me first coronavirus or tfl,0,0,0,0,0,0,1,0,0,0,1
1.24517e+18,you either die of coronavirus or live long enough to see q become a hero  a  ,1,0,0,0,0,0,0,0,0,1,2
1.24525e+18,well done for pathetic explanation on about level of coronavirus testing ,1,0,0,0,0,1,0,1,0,0,2
1.24515e+18,have you seen the people who think the coronavirus 19 test is just a chip implant ,0,0,0,0,0,0,1,1,0,1,2
1.24525e+18,imagine you waking up today and realized that this coronavirus stuff is an april fool idea  what a relief would it be   coronavirus,1,0,0,0,1,1,0,0,0,0,3
1.24515e+18,paul simon really fkn said goodbye to rosie the queen of corona like 50 years ago and honestly i think its time we dethrone her,0,0,0,0,0,0,1,0,0,1,2
1.24521e+18,problem reaction solution billgates stands to benefit greatly from the coronavirus vaccine,0,1,0,0,1,0,0,1,0,0,2
1.24515e+18,and usa is reporting deaths under the assumption it is from coronavirus     when is that going to stop  coronapsyop,0,0,0,0,0,0,0,1,0,0,0
1.24525e+18,dad walked in on me watching an art stream where peter griffin was the coronavirus and he did not ask about it but i know he wanted to,0,0,0,0,0,1,0,0,0,1,2
1.24783e+18,coronavirus hotspots in uttar pradesh to be sealed till april 15 coronavirus,1,0,0,0,0,0,0,0,1,0,2
1.24519e+18,they said money heist will be delayed cause of corona explain  ,0,0,0,0,0,0,1,0,0,1,2
1.24522e+18,ight goodnight you all coronavirus got us acting like a fool at this point  me especially ,0,0,0,0,1,0,1,0,0,0,2
1.24515e+18,second confirmed case of coronavirus 19 at hou2  please  shutdown and deep clean  coronavirus,0,0,0,0,0,1,1,0,0,0,2
1.24525e+18,its april 1st when is the government gonna announce that the coronavirus was a joke,0,0,0,0,0,0,0,0,0,1,1
1.24519e+18,please sue the president for withholding help from states in need during the coronavirus ,0,0,0,0,0,0,1,0,0,0,1
1.24522e+18,scary  nyt says that the world could remain on a kind of indefinite lockdown until a vaccine or treatment of coronavirus is found ,0,0,0,0,1,0,0,0,0,0,1
1.24523e+18,the memorys on snapchat showed me that 1 year ago i was living my best drunk life unworried of corona,0,0,0,0,0,1,0,0,0,0,1
1.24522e+18,this is going to be the first administration we measure not by approval ratings  but by survival rates  coronavirus trump virus,0,0,0,1,1,0,1,0,0,0,3
1.24522e+18,south australias coronavirus cases  new cases today   30 total cases   367 icu   6,0,0,0,0,0,0,0,0,1,0,1
1.2452e+18,i hope tomorrow when i wake up i see that coronavirus was a terrible april fools joke and i can continue living my life ,1,0,0,0,0,1,0,0,0,0,2
1.24515e+18,things will not go back to normal coronavirus coronavirus pandemic mit,0,0,0,1,0,0,0,0,0,0,1
1.24518e+18,we are fighting unseen enemy now i think it is a kind of a war do not get out of your house  and keep calm down  coronavirus,1,0,0,0,0,1,0,0,0,0,2
1.24521e+18,yall better take this corona shit serious  mfs dying everyday from this shit   coronavirus,0,0,0,0,0,0,1,0,0,0,1
1.24521e+18,believe it or not  but i am the first line of defense for corona virus where i work  kosom el geish,1,0,0,0,0,0,1,0,0,0,2
1.24516e+18,prayers to new york  florida  and pennsylvania  please stay home and stay safe guys   coronavirus coronavirus,0,0,1,0,1,0,0,0,0,0,2
1.24525e+18,coronavirus update 38 coronavirus deaths in india  1 637 positive cases  coronavirus outbreak,0,0,0,0,0,0,0,0,1,0,1
1.24519e+18,seven more coronavirus positive cases confirmed in kerala  total number of patients under treatment in state is 215 ,1,0,0,0,0,0,0,0,1,0,2
1.24525e+18,guys the coronavirus happens cause god is mad at me for not racing my bible and hes taking it out all on you im so sorry,0,0,0,0,0,1,0,0,0,1,2
1.24514e+18,this rain please wash away this coronavirus  i need someones daughter to hold me ,1,0,1,0,0,1,0,0,0,1,4
1.24786e+18,i heard for the greater good  coronavirus border closure keeps immigrants from seeing families,1,0,0,0,0,0,1,0,0,0,2
1.24525e+18,once again youre allowing the negatives to overshadow the positives with uks fight against coronavirus stop the badgering,0,0,0,0,1,0,1,0,0,0,2
1.24518e+18,death eater ron johnson  coronavirus isnt so bad   death is a natural part of life,0,0,0,1,0,0,1,0,0,0,2
1.24524e+18,what is the government waiting for  are they going to act as efficiently and swiftly on coronavirus testing as they did on brexit ,1,0,0,0,0,0,1,0,0,0,2
1.24521e+18,as soon as this coronavirus chaos and lockdown is done im getting another tattoo asap ,1,0,0,0,0,0,0,0,0,0,1
1.24517e+18,wow i hadnt had that good a cry about an essay in such a long time  thanks for that coronavirus  thanks a lot,0,0,0,0,0,1,0,0,0,1,2
1.24525e+18,it might be too early to ask   but in th spirit of better things to come  what are your plans for post coronavirus ,1,0,0,0,0,0,0,0,0,0,1
1.24522e+18,if this corona virus has taught me anything  its that ill never trust someone with an online degree again,0,0,0,0,0,0,0,0,0,1,1
1.24517e+18,i better not see no i got coronavirus tomorrow because its april fools,0,0,0,0,0,0,1,0,0,1,2
1.24515e+18,aap kab donate krege pm cares fund mai  plz help fight against corona,1,0,1,0,0,1,0,0,0,0,3
1.24786e+18,corona virus 19 was notified to the world by the who on 31st december 2019  thats why its called coronavirus  im,0,0,0,0,0,1,0,0,1,0,2
1.24518e+18,connecticut banks  credit unions offer 90 day grace period on mortgages during coronavirus pandemic,0,0,0,0,0,0,0,0,1,0,1
1.24786e+18,yeah  corona is not the end of the world  things will get better it will be alright,1,0,0,0,0,0,0,0,0,0,1
1.24785e+18,this is awesome  and it is much more satisfying to watch this than staring at corona charts all day long     ,1,0,0,0,0,0,0,0,0,1,2
1.24521e+18,that time white house model projects 100k   200k deaths by the time this whole this is over  yhooo prayforamerica coronavirus,0,0,1,0,0,0,0,1,0,0,1
1.24521e+18,tomorrow the governments gonna announce corona virus was just an april fools joke and we can all leave our houses now right,0,0,0,0,0,0,0,0,0,1,1
1.2452e+18,sir ji sab corona corona doing what i should do to save my father  he is suffering from heart disease but not corona  ,0,0,0,0,1,1,0,0,0,0,2
1.24523e+18,watching good morning britain waiting for them to announce that coronavirus is an april fools,1,0,0,0,0,0,0,0,0,1,2
1.24515e+18,if you want to jump out of your freaking skin during a time of coronavirus  throw an earthquake into the mix  earthquakeidaho boise,1,0,0,0,0,0,0,0,0,1,2
1.24514e+18,with all of evidence of symptom free coronavirus cases probably spreading the virus  why isnt anyone recommend universal coronavirus testing ,0,0,0,0,0,0,1,0,0,0,1
1.24515e+18,did anthony bourdain know coronavirus was going to destroy his way of life ,0,0,0,0,0,1,0,0,0,0,1
1.24522e+18,coronavirus ruined 4 20 month before it even started  guess ill have to wait a hundred more years,0,0,0,0,0,1,0,0,0,1,2
1.24515e+18,btc better not bottom until i get back to buy in after washing up safely from potential coronavirus exposure  goddamn it bitcoin ,1,0,0,0,0,0,1,0,0,0,2
1.24517e+18,whats going to be worse than coronavirus tomorrow  the i have corona april fools jokes,0,0,0,1,0,0,1,0,0,0,2
1.24515e+18,breaking usa coronavirus deaths at 865 in past 24hours  johns hopkins university,0,0,0,0,0,0,0,0,1,0,1
1.24519e+18,totally coronavirus related realnews from the fake news source you want to beileive,0,0,0,0,0,0,1,0,0,0,1
1.24786e+18,new model now estimates 60 000 deaths in us by august coronavirus,0,0,0,0,0,0,0,0,1,0,1
1.24786e+18,coronavirus outbreak in india  from 1 to 2 500 cases  9 weeks from 2 500 to 5 000 cases  6 days,0,0,0,0,0,0,0,0,1,0,1
1.24524e+18,wouldnt that be messed up if the news tomorrow starts off saying coronavirus cure and then theyre like april fools ,0,0,0,0,1,0,0,0,0,1,2
1.24786e+18,is advocating shutting down elections because of the chinese coronavirus  ok  all dems can stay home in november,0,0,0,0,1,0,1,0,0,0,2
1.24517e+18,just heard that my oncle in france has the coronavirus and is now in a coma in critical condition  guys please this aint no joke  be safe,0,0,0,0,1,1,0,0,0,0,2
1.24515e+18,ho chi minh city   viet nam 140 died by corona virus,0,0,0,0,0,0,0,0,1,0,1
1.2452e+18,war with china     corona has killed more than 911     time to declare war on china  ,0,0,0,0,0,0,1,1,0,0,1
1.24519e+18,if you are working from home  wfh  for the first time because of the coronavirus  please take this poll ,1,0,0,0,0,0,0,0,0,0,1
1.24514e+18,home long until you chinese infect penguins with corona virus  kungflu,0,0,0,0,1,0,1,0,0,1,3
1.24519e+18,im marked safe from corona but unsafe from maa ke taane ,0,0,0,0,0,0,1,0,0,1,2
1.24786e+18,my little brothers asked to help him draw a dinosaur to put in the window to scare away the corona virus from our house how precious,1,0,0,0,1,0,0,0,0,0,2
1.24785e+18,sal as contracted the corona virus making him tonight s big loser,0,0,0,0,0,0,1,1,0,1,2
1.24518e+18,due to coronavirus tomorrow i will be giving away  10  10 000 to people who follow these steps  its easy jus follow retweet,1,0,0,0,0,0,0,0,0,0,1
1.2452e+18,guys this pandemic stuff is so serious that even the corona virus got cancelled,0,0,0,1,0,0,0,0,0,1,2
1.24518e+18,why the corona affect the bolt prices anaa  cos what i see erh hm,0,0,0,0,0,1,1,0,0,0,2
1.24518e+18,someone asked for happy songs for the coronavirus outbreak   i thought time to say goodbye but no one voted for it,0,0,0,1,0,0,0,0,0,1,2
1.2452e+18,my mama prolly kick me out if i told her i had corona for april fools i best not ,0,0,0,1,0,0,0,0,0,1,2
1.24516e+18,suffers biggest one day spike in confirmed coronavirus cases  15 new cases  68 total now  stay home save lives,0,0,0,0,0,0,0,0,1,0,1
1.2452e+18,dana milbank of the has strung together an interesting array of trump coronavirus comments ,0,0,0,0,0,0,0,1,1,0,1
1.24518e+18,i know i smoke a lot but im just tryna keep up my immunity so i dont get the coronavirus  im all about staying healthy what can i say ,0,0,0,0,1,0,0,0,0,1,2
1.24524e+18,please find a way to get sam beckett home   yknow  after coronavirus  thanks ,1,0,0,0,0,0,0,0,0,1,2
1.24516e+18,and me are gonna create coronavirus diss part 2 ,1,0,0,0,0,0,1,0,0,1,3
1.24521e+18,i think the first bat to get coronavirus  originally got it from a cruise ship ,0,0,0,0,0,0,0,1,0,1,1
1.2452e+18,apparently the coronavirus home pub crawl stopped in the living room  they server,1,0,0,1,0,0,0,0,0,1,3
1.24517e+18,im sick i forgot where to go  we are watching the cuomovirus manifest before our eyes new york governor prime time coronavirus,0,0,0,0,1,1,0,0,0,1,3
1.24514e+18,team building is important during the corona times  so is networking     keep it up ,1,0,0,0,0,0,0,0,0,0,1
1.24517e+18,what the heck is going on here  still these guys are so blind to their religion even during this coronavirus times ,0,0,0,0,0,1,1,0,0,0,2
1.24521e+18,how many friends have you lost on facebook this month  or is it just me    at least 10 or 12  coronavirus fears and ocd people ,0,0,0,0,1,1,0,0,0,0,2
1.24785e+18,ill believe the corona was in those damn popeyes sandwiches before i believe its in the 5g,0,0,0,0,0,0,0,1,0,1,1
1.24514e+18,well shit  let us just add that on top of corona  earthquake fuck2020,0,0,0,0,0,0,1,0,0,1,2
1.24517e+18,rip to the 200 000 beautiful souls that were already taken by the coronavirus p l e a s e stay home socialdistance sixfeet,0,0,1,0,1,0,0,0,0,0,2
